,isWeekend,Seasons,Holiday,Hour,isWorkingHour,Temperature,Humidity,Wind speed,Solar Radiation,Rented Bike Count
1473,0,3,0,9,1,-3.3,77,1.0954451150103321,0.1,137
1474,0,3,0,10,1,-2.3,63,1.3038404810405297,0.22,102
1475,0,3,0,11,1,-1.5,46,1.5811388300841898,0.56,144
1476,0,3,0,12,1,-1.0,35,1.6431676725154984,0.64,160
1477,0,3,0,13,1,-0.8,39,1.61245154965971,0.54,171
1478,0,3,0,14,1,-0.7,33,1.6431676725154984,0.56,156
1479,0,3,0,15,1,-0.5,30,1.51657508881031,0.45,214
1480,0,3,0,16,1,-0.1,29,1.2649110640673518,0.5,216
1481,0,3,0,17,1,-0.9,34,1.6733200530681511,0.28,279
1482,0,3,0,18,1,-1.8,35,1.449137674618944,0.05,403
1483,0,3,0,19,1,-2.2,36,1.4832396974191326,0.0,270
1484,0,3,0,20,0,-2.6,36,1.760681686165901,0.0,229
1485,0,3,0,21,0,-3.4,40,0.9486832980505138,0.0,229
1486,0,3,0,22,0,-4.2,48,1.0,0.0,188
1487,0,3,0,23,0,-4.7,53,1.140175425099138,0.0,132
1488,0,3,0,0,0,-5.2,56,1.1832159566199232,0.0,122
1489,0,3,0,1,0,-5.4,54,1.3038404810405297,0.0,149
1490,0,3,0,2,0,-5.5,53,1.449137674618944,0.0,103
1491,0,3,0,3,0,-6.2,57,1.2649110640673518,0.0,81
1492,0,3,0,4,0,-7.1,56,1.3416407864998738,0.0,37
1493,0,3,0,5,0,-7.8,65,1.51657508881031,0.0,51
1494,0,3,0,6,0,-8.1,59,0.8366600265340756,0.0,95
1495,0,3,0,7,0,-8.7,64,0.7071067811865476,0.0,244
1496,0,3,0,8,1,-8.6,59,1.0,0.01,459
1497,0,3,0,9,1,-7.9,50,0.7745966692414834,0.23,259
1498,0,3,0,10,1,-5.0,41,0.7071067811865476,0.64,168
1499,0,3,0,11,1,-2.6,33,1.224744871391589,0.95,194
1500,0,3,0,12,1,-1.1,31,1.140175425099138,1.2,240
1501,0,3,0,13,1,0.3,28,1.760681686165901,1.3,233
1502,0,3,0,14,1,0.8,23,1.7888543819998317,1.29,256
1503,0,3,0,15,1,0.7,25,1.7320508075688772,1.12,293
1504,0,3,0,16,1,1.1,26,1.449137674618944,0.82,268
1505,0,3,0,17,1,0.3,26,1.5491933384829668,0.45,341
1506,0,3,0,18,1,-1.0,28,1.378404875209022,0.08,542
1507,0,3,0,19,1,-1.8,32,1.224744871391589,0.0,344
1508,0,3,0,20,0,-2.4,36,1.0,0.0,263
1509,0,3,0,21,0,-3.2,47,1.3416407864998738,0.0,257
1510,0,3,0,22,0,-3.9,52,1.0954451150103321,0.0,235
1511,0,3,0,23,0,-4.5,55,0.6324555320336759,0.0,143
1512,0,3,0,0,0,-4.9,56,1.0488088481701516,0.0,138
1513,0,3,0,1,0,-5.2,56,0.9486832980505138,0.0,159
1514,0,3,0,2,0,-5.7,59,0.5477225575051661,0.0,102
1515,0,3,0,3,0,-6.3,63,0.9486832980505138,0.0,65
1516,0,3,0,4,0,-6.7,65,1.0488088481701516,0.0,47
1517,0,3,0,5,0,-6.8,61,0.4472135954999579,0.0,48
1518,0,3,0,6,0,-7.0,62,1.140175425099138,0.0,115
1519,0,3,0,7,0,-7.4,62,1.224744871391589,0.0,267
1520,0,3,0,8,1,-7.4,58,1.4832396974191326,0.01,558
1521,0,3,0,9,1,-6.5,54,1.0954451150103321,0.22,280
1522,0,3,0,10,1,-4.1,43,1.0954451150103321,0.59,187
1523,0,3,0,11,1,-1.4,37,1.0,0.91,234
1524,0,3,0,12,1,0.9,37,1.224744871391589,1.12,303
1525,0,3,0,13,1,1.6,29,1.4832396974191326,1.2,294
1526,0,3,0,14,1,3.2,26,1.4832396974191326,1.16,293
1527,0,3,0,15,1,3.6,26,1.5491933384829668,0.99,310
1528,0,3,0,16,1,2.9,26,1.7320508075688772,0.69,330
1529,0,3,0,17,1,2.0,25,1.51657508881031,0.34,382
1530,0,3,0,18,1,0.5,37,1.7320508075688772,0.06,592
1531,0,3,0,19,1,-0.5,43,1.5811388300841898,0.0,379
1532,0,3,0,20,0,-1.3,51,1.5491933384829668,0.0,241
1533,0,3,0,21,0,-2.0,61,1.3038404810405297,0.0,225
1534,0,3,0,22,0,-2.4,63,1.140175425099138,0.0,227
1535,0,3,0,23,0,-2.6,69,1.4142135623730951,0.0,178
1536,1,3,0,0,0,-2.5,69,1.4832396974191326,0.0,182
1537,1,3,0,1,0,-2.3,71,1.7888543819998317,0.0,184
1538,1,3,0,2,0,-3.4,82,2.04939015319192,0.0,123
1539,1,3,0,3,0,-4.4,80,2.073644135332772,0.0,60
1540,1,3,0,4,0,-5.6,74,2.0,0.0,35
1541,1,3,0,5,0,-6.3,65,1.9748417658131499,0.0,31
1542,1,3,0,6,0,-7.8,57,2.1908902300206643,0.0,33
1543,1,3,0,7,0,-8.8,58,2.0,0.0,67
1544,1,3,0,8,1,-9.5,56,1.8708286933869707,0.01,116
1545,1,3,0,9,1,-9.4,47,1.816590212458495,0.42,168
1546,1,3,0,10,1,-8.5,43,2.0,1.09,144
1547,1,3,0,11,1,-7.7,41,2.1447610589527217,1.65,195
1548,1,3,0,12,1,-6.0,38,1.8439088914585775,2.04,192
1549,1,3,0,13,1,-5.8,38,1.9235384061671346,2.25,229
1550,1,3,0,14,1,-5.0,31,2.0,2.18,196
1551,1,3,0,15,1,-4.5,31,2.073644135332772,1.91,210
1552,1,3,0,16,1,-4.2,31,1.8708286933869707,1.42,205
1553,1,3,0,17,1,-5.6,32,2.1447610589527217,0.53,211
1554,1,3,0,18,1,-6.6,36,2.0976176963403033,0.15,175
1555,1,3,0,19,1,-7.6,32,2.1908902300206643,0.0,135
1556,1,3,0,20,0,-8.5,31,2.0248456731316584,0.0,109
1557,1,3,0,21,0,-9.1,38,1.6431676725154984,0.0,107
1558,1,3,0,22,0,-9.7,45,1.7320508075688772,0.0,92
1559,1,3,0,23,0,-10.0,48,1.61245154965971,0.0,91
1560,1,3,0,0,0,-10.4,49,1.5491933384829668,0.0,98
1561,1,3,0,1,0,-10.5,48,1.760681686165901,0.0,90
1562,1,3,0,2,0,-10.5,49,1.4142135623730951,0.0,60
1563,1,3,0,3,0,-10.6,47,1.9235384061671346,0.0,54
1564,1,3,0,4,0,-11.2,47,1.51657508881031,0.0,35
1565,1,3,0,5,0,-11.5,51,1.816590212458495,0.0,21
1566,1,3,0,6,0,-11.8,54,1.5491933384829668,0.0,23
1567,1,3,0,7,0,-12.4,54,1.5811388300841898,0.0,34
1568,1,3,0,8,1,-12.8,56,1.5491933384829668,0.02,70
1569,1,3,0,9,1,-12.4,51,1.9493588689617927,0.38,97
1570,1,3,0,10,1,-11.2,43,1.8708286933869707,1.04,103
1571,1,3,0,11,1,-9.7,37,1.6733200530681511,1.57,115
1572,1,3,0,12,1,-8.3,32,1.3416407864998738,1.99,165
1573,1,3,0,13,1,-8.3,34,2.0,2.22,152
1574,1,3,0,14,1,-7.4,33,2.0,2.17,177
1575,1,3,0,15,1,-6.4,30,2.2135943621178655,1.89,190
1576,1,3,0,16,1,-5.4,29,1.8973665961010275,1.4,181
1577,1,3,0,17,1,-5.9,27,1.8973665961010275,0.81,184
1578,1,3,0,18,1,-7.0,26,2.0248456731316584,0.16,154
1579,1,3,0,19,1,-7.7,31,1.816590212458495,0.0,124
1580,1,3,0,20,0,-8.2,28,1.8708286933869707,0.0,98
1581,1,3,0,21,0,-8.9,35,1.7888543819998317,0.0,107
1582,1,3,0,22,0,-9.7,45,1.140175425099138,0.0,78
1583,1,3,0,23,0,-10.3,48,1.4142135623730951,0.0,77
1584,0,3,0,0,0,-10.5,52,1.5491933384829668,0.0,82
1585,0,3,0,1,0,-11.2,54,1.0,0.0,52
1586,0,3,0,2,0,-11.2,55,1.224744871391589,0.0,39
1587,0,3,0,3,0,-11.3,54,0.7745966692414834,0.0,33
1588,0,3,0,4,0,-11.7,51,1.0954451150103321,0.0,20
1589,0,3,0,5,0,-11.6,45,1.5491933384829668,0.0,37
1590,0,3,0,6,0,-11.5,40,1.51657508881031,0.0,110
1591,0,3,0,7,0,-11.6,44,1.2649110640673518,0.0,227
1592,0,3,0,8,1,-11.5,40,1.6733200530681511,0.02,433
1593,0,3,0,9,1,-11.1,38,1.5491933384829668,0.43,216
1594,0,3,0,10,1,-9.6,32,1.9235384061671346,1.14,123
1595,0,3,0,11,1,-8.5,27,2.16794833886788,1.73,156
1596,0,3,0,12,1,-7.8,28,2.0248456731316584,2.12,157
1597,0,3,0,13,1,-7.0,25,2.04939015319192,2.29,169
1598,0,3,0,14,1,-6.4,24,2.1447610589527217,2.23,170
1599,0,3,0,15,1,-5.7,25,2.0976176963403033,1.94,169
1600,0,3,0,16,1,-5.4,25,1.8439088914585775,1.44,199
1601,0,3,0,17,1,-6.4,28,2.1213203435596424,0.81,225
1602,0,3,0,18,1,-7.6,29,1.8708286933869707,0.16,388
1603,0,3,0,19,1,-8.3,29,2.0248456731316584,0.0,246
1604,0,3,0,20,0,-9.1,35,1.9493588689617927,0.0,206
1605,0,3,0,21,0,-9.8,41,1.9748417658131499,0.0,177
1606,0,3,0,22,0,-10.3,43,1.9235384061671346,0.0,183
1607,0,3,0,23,0,-10.5,47,1.6733200530681511,0.0,115
1608,0,3,0,0,0,-10.6,47,1.8708286933869707,0.0,126
1609,0,3,0,1,0,-10.9,36,1.816590212458495,0.0,87
1610,0,3,0,2,0,-11.2,36,1.70293863659264,0.0,59
1611,0,3,0,3,0,-11.6,35,1.7888543819998317,0.0,36
1612,0,3,0,4,0,-12.0,36,1.6431676725154984,0.0,32
1613,0,3,0,5,0,-12.3,37,1.70293863659264,0.0,40
1614,0,3,0,6,0,-12.5,40,1.8439088914585775,0.0,94
1615,0,3,0,7,0,-12.7,41,1.9235384061671346,0.0,213
1616,0,3,0,8,1,-12.7,41,1.760681686165901,0.02,438
1617,0,3,0,9,1,-12.3,39,1.9235384061671346,0.45,217
1618,0,3,0,10,1,-11.3,35,2.04939015319192,1.15,128
1619,0,3,0,11,1,-9.9,32,1.816590212458495,1.72,175
1620,0,3,0,12,1,-8.2,31,1.6431676725154984,2.09,172
1621,0,3,0,13,1,-7.5,28,2.073644135332772,2.3,165
1622,0,3,0,14,1,-7.0,26,2.0976176963403033,2.24,147
1623,0,3,0,15,1,-5.9,25,1.760681686165901,1.93,171
1624,0,3,0,16,1,-5.9,24,1.8708286933869707,1.44,175
1625,0,3,0,17,1,-6.6,29,1.5811388300841898,0.68,227
1626,0,3,0,18,1,-7.6,36,1.816590212458495,0.11,392
1627,0,3,0,19,1,-8.4,37,2.0,0.0,251
1628,0,3,0,20,0,-9.6,34,1.61245154965971,0.0,193
1629,0,3,0,21,0,-10.6,39,1.760681686165901,0.0,175
1630,0,3,0,22,0,-11.1,43,1.3416407864998738,0.0,169
1631,0,3,0,23,0,-11.8,46,1.0488088481701516,0.0,106
1632,0,3,0,0,0,-12.3,47,0.6324555320336759,0.0,116
1633,0,3,0,1,0,-12.3,47,1.378404875209022,0.0,96
1634,0,3,0,2,0,-12.5,50,1.0,0.0,83
1635,0,3,0,3,0,-12.5,49,1.224744871391589,0.0,51
1636,0,3,0,4,0,-13.1,54,0.8366600265340756,0.0,34
1637,0,3,0,5,0,-13.0,53,0.8366600265340756,0.0,45
1638,0,3,0,6,0,-13.2,50,0.7071067811865476,0.0,92
1639,0,3,0,7,0,-13.2,56,0.9486832980505138,0.0,214
1640,0,3,0,8,1,-13.3,60,0.7745966692414834,0.02,469
1641,0,3,0,9,1,-12.0,50,1.140175425099138,0.43,237
1642,0,3,0,10,1,-9.6,39,0.8366600265340756,1.06,155
1643,0,3,0,11,1,-7.0,28,1.816590212458495,1.56,176
1644,0,3,0,12,1,-6.0,24,1.61245154965971,1.97,188
1645,0,3,0,13,1,-4.5,23,1.61245154965971,2.12,228
1646,0,3,0,14,1,-3.5,20,1.224744871391589,2.02,199
1647,0,3,0,15,1,-2.1,20,1.51657508881031,1.87,221
1648,0,3,0,16,1,-1.7,18,1.4142135623730951,1.41,240
1649,0,3,0,17,1,-2.3,20,1.4832396974191326,0.77,320
1650,0,3,0,18,1,-4.0,27,1.5811388300841898,0.16,448
1651,0,3,0,19,1,-5.2,33,1.61245154965971,0.0,280
1652,0,3,0,20,0,-5.8,44,1.449137674618944,0.0,218
1653,0,3,0,21,0,-6.3,48,1.4832396974191326,0.0,223
1654,0,3,0,22,0,-6.8,50,1.3038404810405297,0.0,200
1655,0,3,0,23,0,-7.6,50,1.0,0.0,164
1656,0,3,0,0,0,-8.2,50,1.0488088481701516,0.0,136
1657,0,3,0,1,0,-8.5,60,1.0954451150103321,0.0,126
1658,0,3,0,2,0,-8.3,65,0.6324555320336759,0.0,103
1659,0,3,0,3,0,-8.6,64,0.9486832980505138,0.0,57
1660,0,3,0,4,0,-9.0,54,0.7745966692414834,0.0,46
1661,0,3,0,5,0,-9.0,56,0.6324555320336759,0.0,39
1662,0,3,0,6,0,-9.3,61,0.8366600265340756,0.0,99
1663,0,3,0,7,0,-9.6,67,1.0,0.0,255
1664,0,3,0,8,1,-9.7,65,0.8944271909999159,0.02,507
1665,0,3,0,9,1,-8.5,55,1.0,0.4,270
1666,0,3,0,10,1,-6.3,46,1.140175425099138,1.01,160
1667,0,3,0,11,1,-3.1,39,1.0954451150103321,1.54,217
1668,0,3,0,12,1,-1.5,35,1.0954451150103321,1.9,253
1669,0,3,0,13,1,0.3,30,1.1832159566199232,2.11,270
1670,0,3,0,14,1,0.9,25,1.5491933384829668,2.09,253
1671,0,3,0,15,1,1.4,25,1.4832396974191326,1.81,286
1672,0,3,0,16,1,2.0,25,1.51657508881031,1.3,284
1673,0,3,0,17,1,1.5,24,1.378404875209022,0.72,337
1674,0,3,0,18,1,-0.5,26,1.3038404810405297,0.15,564
1675,0,3,0,19,1,-1.8,35,1.1832159566199232,0.0,378
1676,0,3,0,20,0,-2.8,40,1.224744871391589,0.0,277
1677,0,3,0,21,0,-3.3,42,1.0488088481701516,0.0,268
1678,0,3,0,22,0,-3.9,41,0.6324555320336759,0.0,233
1679,0,3,0,23,0,-4.3,44,0.8366600265340756,0.0,195
1680,0,3,0,0,0,-4.6,38,0.31622776601683794,0.0,178
1681,0,3,0,1,0,-4.8,44,1.0488088481701516,0.0,159
1682,0,3,0,2,0,-5.1,47,0.9486832980505138,0.0,107
1683,0,3,0,3,0,-5.2,48,0.8366600265340756,0.0,78
1684,0,3,0,4,0,-4.4,47,0.9486832980505138,0.0,46
1685,0,3,0,5,0,-4.2,44,1.0488088481701516,0.0,36
1686,0,3,0,6,0,-4.0,41,0.8944271909999159,0.0,117
1687,0,3,0,7,0,-3.6,42,0.9486832980505138,0.0,273
1688,0,3,0,8,1,-3.3,39,0.9486832980505138,0.02,589
1689,0,3,0,9,1,-2.4,36,1.0954451150103321,0.2,308
1690,0,3,0,10,1,-1.3,34,0.7071067811865476,0.32,199
1691,0,3,0,11,1,-0.2,31,0.8944271909999159,0.5,238
1692,0,3,0,12,1,1.6,28,0.7071067811865476,0.88,260
1693,0,3,0,13,1,2.6,27,0.8944271909999159,0.82,268
1694,0,3,0,14,1,4.0,25,0.9486832980505138,1.06,283
1695,0,3,0,15,1,5.0,24,1.0,1.16,315
1696,0,3,0,16,1,6.0,28,1.3038404810405297,1.03,319
1697,0,3,0,17,1,4.8,38,1.7320508075688772,0.47,422
1698,0,3,0,18,1,4.1,40,1.449137674618944,0.1,659
1699,0,3,0,19,1,3.3,58,1.3038404810405297,0.0,407
1700,0,3,0,20,0,3.0,61,1.378404875209022,0.0,308
1701,0,3,0,21,0,2.9,63,1.0,0.0,243
1702,0,3,0,22,0,2.5,66,1.0488088481701516,0.0,263
1703,0,3,0,23,0,2.0,70,0.8366600265340756,0.0,193
1704,1,3,0,0,0,1.5,71,1.0488088481701516,0.0,197
1705,1,3,0,1,0,1.7,71,1.0954451150103321,0.0,237
1706,1,3,0,2,0,1.9,71,1.224744871391589,0.0,169
1707,1,3,0,3,0,2.0,71,1.0954451150103321,0.0,145
1708,1,3,0,4,0,1.9,74,1.0954451150103321,0.0,79
1709,1,3,0,5,0,1.8,75,1.4142135623730951,0.0,41
1710,1,3,0,6,0,1.6,78,1.2649110640673518,0.0,48
1711,1,3,0,7,0,1.6,81,1.1832159566199232,0.0,97
1712,1,3,0,8,1,1.6,82,1.140175425099138,0.01,188
1713,1,3,0,9,1,1.6,78,1.4142135623730951,0.17,222
1714,1,3,0,10,1,1.8,73,1.6733200530681511,0.69,223
1715,1,3,0,11,1,2.6,62,1.70293863659264,1.12,235
1716,1,3,0,12,1,2.9,53,2.16794833886788,1.37,248
1717,1,3,0,13,1,2.8,31,2.0,1.42,296
1718,1,3,0,14,1,2.2,24,2.1213203435596424,1.66,286
1719,1,3,0,15,1,2.0,20,2.0248456731316584,1.49,277
1720,1,3,0,16,1,0.3,17,2.2135943621178655,0.87,291
1721,1,3,0,17,1,-0.9,19,2.23606797749979,0.48,277
1722,1,3,0,18,1,-2.0,15,2.3664319132398464,0.13,216
1723,1,3,0,19,1,-3.1,14,2.258317958127243,0.0,151
1724,1,3,0,20,0,-4.4,19,2.4083189157584592,0.0,132
1725,1,3,0,21,0,-5.6,28,2.0248456731316584,0.0,124
1726,1,3,0,22,0,-6.2,32,1.8708286933869707,0.0,128
1727,1,3,0,23,0,-6.7,35,1.449137674618944,0.0,118
1728,1,3,0,0,0,-6.9,36,1.449137674618944,0.0,112
1729,1,3,0,1,0,-7.0,38,1.61245154965971,0.0,95
1730,1,3,0,2,0,-7.0,42,1.2649110640673518,0.0,93
1731,1,3,0,3,0,-7.2,43,1.4142135623730951,0.0,58
1732,1,3,0,4,0,-7.5,42,1.5491933384829668,0.0,34
1733,1,3,0,5,0,-7.8,39,1.6733200530681511,0.0,19
1734,1,3,0,6,0,-8.4,33,1.1832159566199232,0.0,39
1735,1,3,0,7,0,-9.2,34,1.4142135623730951,0.0,40
1736,1,3,0,8,1,-9.4,29,1.378404875209022,0.03,81
1737,1,3,0,9,1,-8.6,28,1.224744871391589,0.49,126
1738,1,3,0,10,1,-6.9,21,1.8439088914585775,1.16,130
1739,1,3,0,11,1,-5.0,25,1.7888543819998317,1.75,155
1740,1,3,0,12,1,-3.9,28,1.70293863659264,2.12,174
1741,1,3,0,13,1,-2.4,28,1.7320508075688772,2.35,212
1742,1,3,0,14,1,-2.2,29,2.0248456731316584,1.93,191
1743,1,3,0,15,1,-2.6,31,1.6431676725154984,1.36,181
1744,1,3,0,16,1,-3.6,36,2.0976176963403033,0.67,175
1745,1,3,0,17,1,-4.2,47,1.6431676725154984,0.31,198
1746,1,3,0,18,1,-4.6,56,1.8973665961010275,0.09,150
1747,1,3,0,19,1,-5.2,66,1.760681686165901,0.0,147
1748,1,3,0,20,0,-5.7,67,1.61245154965971,0.0,127
1749,1,3,0,21,0,-5.6,69,1.4832396974191326,0.0,119
1750,1,3,0,22,0,-5.8,57,1.7888543819998317,0.0,103
1751,1,3,0,23,0,-7.0,49,1.8439088914585775,0.0,91
1752,0,3,0,0,0,-7.7,52,1.7888543819998317,0.0,103
1753,0,3,0,1,0,-7.9,52,1.9235384061671346,0.0,69
1754,0,3,0,2,0,-8.3,49,1.6431676725154984,0.0,45
1755,0,3,0,3,0,-8.5,35,1.6431676725154984,0.0,21
1756,0,3,0,4,0,-8.6,31,1.8708286933869707,0.0,33
1757,0,3,0,5,0,-9.2,37,1.0488088481701516,0.0,30
1758,0,3,0,6,0,-9.5,36,1.224744871391589,0.0,109
1759,0,3,0,7,0,-9.5,35,1.0488088481701516,0.0,236
1760,0,3,0,8,1,-9.1,33,1.449137674618944,0.03,517
1761,0,3,0,9,1,-8.4,28,1.4832396974191326,0.49,262
1762,0,3,0,10,1,-6.7,23,1.5491933384829668,1.25,161
1763,0,3,0,11,1,-6.1,25,1.6733200530681511,1.28,190
1764,0,3,0,12,1,-4.6,32,2.04939015319192,1.43,202
1765,0,3,0,13,1,-2.7,29,1.70293863659264,2.29,246
1766,0,3,0,14,1,-2.4,30,1.8439088914585775,2.08,182
1767,0,3,0,15,1,-2.1,30,1.9748417658131499,2.22,228
1768,0,3,0,16,1,-2.4,33,2.1213203435596424,1.55,239
1769,0,3,0,17,1,-3.1,36,2.0976176963403033,0.89,288
1770,0,3,0,18,1,-4.4,46,1.8708286933869707,0.23,475
1771,0,3,0,19,1,-4.9,52,1.4142135623730951,0.0,340
1772,0,3,0,20,0,-4.7,55,1.3038404810405297,0.0,244
1773,0,3,0,21,0,-4.3,59,1.7320508075688772,0.0,253
1774,0,3,0,22,0,-4.2,57,1.3038404810405297,0.0,200
1775,0,3,0,23,0,-4.4,58,1.5491933384829668,0.0,140
1776,0,3,0,0,0,-5.0,60,1.3416407864998738,0.0,158
1777,0,3,0,1,0,-5.5,60,1.140175425099138,0.0,146
1778,0,3,0,2,0,-6.0,58,1.4142135623730951,0.0,106
1779,0,3,0,3,0,-6.2,61,1.140175425099138,0.0,70
1780,0,3,0,4,0,-6.4,62,1.3416407864998738,0.0,46
1781,0,3,0,5,0,-6.7,64,1.2649110640673518,0.0,51
1782,0,3,0,6,0,-7.1,70,1.0,0.0,96
1783,0,3,0,7,0,-7.2,70,1.378404875209022,0.0,294
1784,0,3,0,8,1,-7.1,68,0.7745966692414834,0.03,568
1785,0,3,0,9,1,-5.9,52,1.1832159566199232,0.53,285
1786,0,3,0,10,1,-2.4,41,1.224744871391589,1.19,200
1787,0,3,0,11,1,-0.3,40,1.8439088914585775,1.73,252
1788,0,3,0,12,1,1.0,41,1.816590212458495,2.11,281
1789,0,3,0,13,1,2.6,40,1.8708286933869707,2.28,256
1790,0,3,0,14,1,3.7,39,1.9493588689617927,2.19,300
1791,0,3,0,15,1,3.7,40,2.3021728866442674,1.96,295
1792,0,3,0,16,1,3.9,41,2.0,1.24,328
1793,0,3,0,17,1,3.5,46,1.760681686165901,0.39,410
1794,0,3,0,18,1,3.1,50,1.9235384061671346,0.07,604
1795,0,3,0,19,1,2.4,57,1.7888543819998317,0.0,406
1796,0,3,0,20,0,2.3,59,1.9493588689617927,0.0,323
1797,0,3,0,21,0,2.6,57,1.9493588689617927,0.0,290
1798,0,3,0,22,0,2.6,57,1.760681686165901,0.0,291
1799,0,3,0,23,0,2.4,59,1.7888543819998317,0.0,211
1800,0,3,0,0,0,2.0,65,1.4832396974191326,0.0,178
1801,0,3,0,1,0,1.3,67,1.0954451150103321,0.0,213
1802,0,3,0,2,0,1.2,64,0.9486832980505138,0.0,129
1803,0,3,0,3,0,1.1,65,1.0,0.0,101
1804,0,3,0,4,0,1.1,67,1.3038404810405297,0.0,51
1805,0,3,0,5,0,1.0,68,0.7745966692414834,0.0,56
1806,0,3,0,6,0,1.1,66,0.9486832980505138,0.0,108
1807,0,3,0,7,0,1.3,66,1.0488088481701516,0.0,292
1808,0,3,0,8,1,2.1,65,1.0488088481701516,0.01,606
1809,0,3,0,9,1,3.9,64,1.70293863659264,0.18,326
1810,0,3,0,10,1,5.2,65,1.9748417658131499,0.56,241
1811,0,3,0,11,1,6.3,67,1.8708286933869707,0.52,288
1812,0,3,0,12,1,6.9,67,1.9748417658131499,0.42,312
1813,0,3,0,13,1,7.2,65,1.9493588689617927,0.61,349
1814,0,3,0,14,1,7.8,57,1.8708286933869707,1.34,398
1815,0,3,0,15,1,8.7,48,2.0248456731316584,1.68,461
1816,0,3,0,16,1,8.0,36,1.8708286933869707,1.09,447
1817,0,3,0,17,1,6.6,34,1.6733200530681511,0.42,484
1818,0,3,0,18,1,5.1,34,1.51657508881031,0.09,559
1819,0,3,0,19,1,3.9,37,1.1832159566199232,0.0,316
1820,0,3,0,20,0,2.8,29,1.6733200530681511,0.0,262
1821,0,3,0,21,0,1.7,27,1.760681686165901,0.0,216
1822,0,3,0,22,0,0.3,33,2.0,0.0,218
1823,0,3,0,23,0,-0.3,35,1.449137674618944,0.0,160
1824,0,3,1,0,0,-0.7,37,1.8708286933869707,0.0,126
1825,0,3,1,1,0,-1.1,38,1.6733200530681511,0.0,123
1826,0,3,1,2,0,-1.2,35,1.4832396974191326,0.0,112
1827,0,3,1,3,0,-1.4,34,1.449137674618944,0.0,74
1828,0,3,1,4,0,-1.9,34,1.7320508075688772,0.0,58
1829,0,3,1,5,0,-2.4,33,1.760681686165901,0.0,32
1830,0,3,1,6,0,-2.6,38,1.0,0.0,39
1831,0,3,1,7,0,-3.0,40,0.9486832980505138,0.0,55
1832,0,3,1,8,1,-3.0,38,1.0,0.0,112
1833,0,3,1,9,1,-3.5,30,1.224744871391589,0.0,112
1834,0,3,1,10,1,-1.6,26,1.378404875209022,1.29,127
1835,0,3,1,11,1,0.1,22,1.4142135623730951,1.84,170
1836,0,3,1,12,1,1.7,20,1.7320508075688772,2.28,174
1837,0,3,1,13,1,2.2,18,1.8439088914585775,2.3,240
1838,0,3,1,14,1,2.9,14,2.073644135332772,2.29,270
1839,0,3,1,15,1,3.8,17,1.7888543819998317,1.97,276
1840,0,3,1,16,1,3.2,16,1.7320508075688772,1.45,273
1841,0,3,1,17,1,2.4,17,1.760681686165901,0.78,236
1842,0,3,1,18,1,1.1,18,1.5811388300841898,0.2,190
1843,0,3,1,19,1,0.1,21,1.70293863659264,0.0,166
1844,0,3,1,20,0,-0.4,27,1.4832396974191326,0.0,148
1845,0,3,1,21,0,-1.1,32,1.5491933384829668,0.0,134
1846,0,3,1,22,0,-1.9,30,0.8944271909999159,0.0,145
1847,0,3,1,23,0,-2.5,31,1.1832159566199232,0.0,92
1848,0,3,1,0,0,-3.3,35,1.3416407864998738,0.0,105
1849,0,3,1,1,0,-3.6,35,1.4142135623730951,0.0,77
1850,0,3,1,2,0,-4.1,38,1.0954451150103321,0.0,47
1851,0,3,1,3,0,-4.4,37,1.3038404810405297,0.0,36
1852,0,3,1,4,0,-4.5,42,1.1832159566199232,0.0,35
1853,0,3,1,5,0,-5.0,44,0.9486832980505138,0.0,28
1854,0,3,1,6,0,-5.2,42,0.8366600265340756,0.0,30
1855,0,3,1,7,0,-5.4,41,0.5477225575051661,0.0,49
1856,0,3,1,8,1,-5.4,38,0.8366600265340756,0.04,68
1857,0,3,1,9,1,-4.3,33,0.8366600265340756,0.6,48
1858,0,3,1,10,1,-1.3,32,1.224744871391589,1.24,78
1859,0,3,1,11,1,1.0,25,1.1832159566199232,1.7,93
1860,0,3,1,12,1,2.2,19,1.1832159566199232,2.01,137
1861,0,3,1,13,1,3.5,17,1.7888543819998317,2.2,169
1862,0,3,1,14,1,4.2,18,1.816590212458495,2.25,196
1863,0,3,1,15,1,4.0,26,1.8708286933869707,1.75,243
1864,0,3,1,16,1,3.3,38,1.9493588689617927,1.33,189
1865,0,3,1,17,1,2.5,48,2.04939015319192,0.76,210
1866,0,3,1,18,1,1.4,56,1.7888543819998317,0.22,165
1867,0,3,1,19,1,0.6,59,1.51657508881031,0.0,126
1868,0,3,1,20,0,0.2,61,1.378404875209022,0.0,150
1869,0,3,1,21,0,0.1,67,1.5811388300841898,0.0,114
1870,0,3,1,22,0,-0.6,70,1.8439088914585775,0.0,116
1871,0,3,1,23,0,-2.0,51,1.7888543819998317,0.0,84
1872,1,3,1,0,0,-2.7,41,1.7888543819998317,0.0,79
1873,1,3,1,1,0,-3.1,36,1.8708286933869707,0.0,71
1874,1,3,1,2,0,-3.8,30,1.9748417658131499,0.0,56
1875,1,3,1,3,0,-4.5,28,1.7320508075688772,0.0,34
1876,1,3,1,4,0,-5.2,28,1.5811388300841898,0.0,20
1877,1,3,1,5,0,-5.7,31,1.51657508881031,0.0,14
1878,1,3,1,6,0,-6.2,32,1.5811388300841898,0.0,39
1879,1,3,1,7,0,-6.8,32,1.2649110640673518,0.0,35
